0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
83.8857142857,86.4571428571,117.314285714,145.142857143,157.285714286,162.285714286,170.742857143,177.228571429,176.485714286,173.628571429,174.2,165.857142857,145.828571429,127.8,121.942857143,121.028571429,120.657142857,121.4,122.4,126.9,0.0
88.5,85.0,94.0,106.914285714,118.142857143,134.4,156.628571429,172.571428571,179.485714286,166.085714286,146.742857143,131.771428571,119.971428571,100.057142857,85.2285714286,86.0571428571,84.3428571429,87.0857142857,89.9428571429,92.5142857143,0.0
90.2571428571,90.9714285714,108.542857143,122.914285714,137.4,158.628571429,174.628571429,174.228571429,174.028571429,166.228571429,156.714285714,149.771428571,134.314285714,115.0,97.7142857143,101.028571429,100.685714286,100.685714286,97.5428571429,102.614285714,0.0
95.9,81.4,95.4,111.4,119.257142857,138.028571429,163.2,179.314285714,177.914285714,178.485714286,169.714285714,146.685714286,117.8,99.5714285714,93.9428571429,93.8857142857,95.2571428571,95.2571428571,93.8285714286,88.0428571429,0.0
88.5,96.0,106.0,112.257142857,118.4,126.8,146.028571429,164.828571429,181.314285714,165.057142857,135.142857143,105.114285714,96.2,91.1142857143,91.4857142857,90.0,87.2857142857,84.6857142857,87.5428571429,91.1142857143,0.0
98.7142857143,85.1428571429,89.2857142857,96.5428571429,104.114285714,123.228571429,153.742857143,173.028571429,176.971428571,171.114285714,158.114285714,136.057142857,119.885714286,106.457142857,93.1714285714,85.1714285714,88.9142857143,90.9428571429,90.3714285714,92.6571428571,0.0
95.4714285714,94.1142857143,96.8285714286,108.457142857,120.628571429,132.685714286,149.971428571,169.914285714,183.457142857,173.428571429,151.914285714,129.057142857,113.828571429,100.114285714,92.0571428571,91.7714285714,90.5714285714,89.4,91.4,92.4,0.0
93.2,88.2,92.2,105.171428571,120.942857143,137.057142857,155.085714286,172.057142857,176.885714286,171.028571429,161.571428571,158.257142857,148.657142857,134.028571429,123.457142857,122.485714286,123.0,120.342857143,120.771428571,122.557142857,0.0
94.5285714286,83.8857142857,100.171428571,121.142857143,137.542857143,149.171428571,164.228571429,172.914285714,176.342857143,174.028571429,167.457142857,156.657142857,140.314285714,116.942857143,91.4571428571,83.4285714286,86.5714285714,89.0,87.0,82.5,0.0
98.0,94.0,101.0,122.114285714,149.628571429,163.485714286,168.028571429,169.657142857,173.057142857,166.685714286,157.428571429,144.142857143,127.228571429,102.371428571,87.2,85.7428571429,89.2285714286,89.8285714286,87.1142857143,83.9714285714,0.0
82.8285714286,88.6857142857,103.971428571,134.057142857,164.8,173.771428571,171.514285714,173.171428571,176.171428571,166.228571429,147.114285714,133.114285714,133.0,130.228571429,126.428571429,124.771428571,124.628571429,125.628571429,124.914285714,121.271428571,0.0
88.6142857143,91.5428571429,118.685714286,142.257142857,154.485714286,164.085714286,172.028571429,176.914285714,178.828571429,163.828571429,136.085714286,113.142857143,105.657142857,99.0571428571,96.4857142857,93.3142857143,92.5142857143,90.6857142857,92.5428571429,91.6142857143,0.0
92.6428571429,93.4285714286,93.8571428571,94.2285714286,100.028571429,121.914285714,153.657142857,172.571428571,175.285714286,169.685714286,159.942857143,148.457142857,126.085714286,99.9428571429,81.6285714286,82.8,82.3714285714,83.8571428571,84.4285714286,87.1428571429,0.0
80.0428571429,103.828571429,137.257142857,157.028571429,157.0,163.857142857,172.571428571,178.485714286,179.714285714,168.285714286,151.714285714,136.971428571,127.285714286,116.971428571,110.571428571,108.4,106.514285714,105.742857143,107.171428571,109.957142857,0.0
92.5142857143,82.9428571429,102.085714286,121.885714286,140.0,152.571428571,169.485714286,175.485714286,182.114285714,166.657142857,142.542857143,114.2,105.342857143,96.0,90.3714285714,86.3428571429,87.4857142857,88.9142857143,89.0571428571,88.9857142857,0.0
84.8285714286,84.6857142857,100.971428571,130.085714286,159.457142857,165.428571429,168.742857143,175.285714286,178.228571429,174.457142857,169.514285714,157.085714286,134.371428571,109.0,93.7714285714,91.3714285714,93.0857142857,91.6857142857,88.5428571429,96.1142857143,0.0
89.3285714286,97.6857142857,93.9714285714,114.314285714,144.342857143,166.085714286,170.028571429,175.428571429,175.6,171.885714286,162.742857143,153.628571429,153.0,136.6,113.4,97.3142857143,101.171428571,99.9714285714,98.6857142857,100.828571429,0.0
83.7714285714,93.9142857143,94.6285714286,101.685714286,118.371428571,138.8,158.771428571,169.828571429,176.257142857,170.428571429,164.8,150.0,128.285714286,105.542857143,93.7714285714,92.3428571429,92.4285714286,93.8,95.8,99.8,0.0
97.3714285714,86.5142857143,112.228571429,137.142857143,142.142857143,144.142857143,156.257142857,169.114285714,176.285714286,171.628571429,169.285714286,160.228571429,136.885714286,112.428571429,99.5142857143,100.428571429,98.7142857143,98.9714285714,99.6857142857,99.3285714286,0.0
94.7142857143,85.1428571429,95.2857142857,106.685714286,117.057142857,141.028571429,165.628571429,178.114285714,175.885714286,169.542857143,162.285714286,151.771428571,141.285714286,123.971428571,114.028571429,107.771428571,109.285714286,107.942857143,108.371428571,113.657142857,0.0
85.0428571429,88.8285714286,102.257142857,120.714285714,139.514285714,145.8,155.6,169.371428571,176.857142857,173.0,159.4,144.657142857,136.342857143,120.628571429,102.542857143,87.7714285714,90.7428571429,89.2571428571,89.8285714286,90.5428571429,0.0
86.0142857143,94.9428571429,102.085714286,110.257142857,121.857142857,129.457142857,147.257142857,167.457142857,179.342857143,177.314285714,162.057142857,145.885714286,125.371428571,114.428571429,103.085714286,103.0,101.771428571,102.6,104.6,105.6,0.0
83.7571428571,97.9714285714,116.542857143,128.428571429,126.4,141.828571429,161.514285714,176.742857143,178.714285714,174.714285714,164.371428571,145.371428571,135.371428571,116.714285714,103.428571429,90.4285714286,94.5428571429,92.6857142857,92.5428571429,93.1142857143,0.0
97.3714285714,83.5142857143,98.2285714286,110.742857143,119.4,133.657142857,159.285714286,171.971428571,174.371428571,172.028571429,170.571428571,160.028571429,149.342857143,136.828571429,123.371428571,115.685714286,119.028571429,118.4,114.4,117.9,0.0
94.5142857143,84.9428571429,88.0857142857,99.3714285714,118.971428571,140.457142857,160.971428571,172.885714286,177.771428571,176.257142857,166.571428571,151.971428571,143.257142857,126.828571429,105.171428571,87.6857142857,89.5428571429,87.6285714286,89.9142857143,96.7714285714,0.0
94.4714285714,97.1142857143,113.828571429,130.085714286,141.457142857,148.828571429,158.542857143,168.171428571,179.371428571,158.228571429,125.685714286,100.485714286,98.4857142857,94.1714285714,91.2571428571,89.2285714286,88.9428571429,90.7428571429,94.1714285714,94.9571428571,0.0
84.8571428571,87.5714285714,106.142857143,116.8,127.542857143,149.857142857,171.514285714,174.885714286,175.257142857,170.314285714,161.914285714,144.942857143,122.8,104.371428571,95.9142857143,95.1142857143,93.3142857143,96.2857142857,100.142857143,101.214285714,0.0
99.4428571429,75.2285714286,105.657142857,142.8,166.971428571,161.742857143,164.542857143,171.228571429,178.857142857,176.942857143,162.4,146.971428571,127.971428571,107.457142857,88.3142857143,84.4285714286,87.0857142857,91.5714285714,92.2857142857,84.9285714286,0.0
86.9285714286,88.2857142857,100.571428571,119.571428571,133.142857143,141.2,151.457142857,166.742857143,176.514285714,174.485714286,172.714285714,163.857142857,150.771428571,138.0,129.2,124.028571429,126.485714286,127.285714286,125.142857143,126.714285714,0.0
92.9142857143,92.3428571429,112.485714286,130.742857143,140.971428571,151.285714286,164.2,170.657142857,172.314285714,168.485714286,162.171428571,152.2,146.342857143,123.828571429,102.628571429,90.5428571429,92.4857142857,90.3714285714,91.0857142857,95.2285714286,0.0
98.2714285714,97.9142857143,109.628571429,121.714285714,127.057142857,131.971428571,146.228571429,165.114285714,177.771428571,180.885714286,158.542857143,125.942857143,100.314285714,98.9142857143,93.6285714286,93.2571428571,94.6571428571,96.6285714286,94.9142857143,97.2714285714,0.0
81.5857142857,86.6571428571,97.5142857143,108.542857143,110.628571429,122.457142857,146.085714286,169.0,177.2,170.428571429,161.828571429,151.628571429,134.028571429,106.628571429,88.9428571429,86.6857142857,87.0285714286,86.5714285714,88.2857142857,89.9285714286,0.0
95.8428571429,88.6285714286,105.057142857,128.2,138.942857143,152.828571429,162.2,173.0,176.628571429,180.828571429,165.885714286,137.885714286,112.542857143,99.4857142857,88.5428571429,84.0571428571,85.6571428571,87.0571428571,84.6285714286,84.3428571429,0.0
95.4857142857,91.0571428571,105.914285714,133.142857143,158.6,169.685714286,171.428571429,171.571428571,173.542857143,173.685714286,172.971428571,172.885714286,159.885714286,132.114285714,108.228571429,102.857142857,103.6,102.057142857,101.628571429,103.842857143,0.0
88.3285714286,89.6857142857,108.971428571,123.942857143,120.628571429,137.285714286,161.428571429,178.942857143,176.371428571,173.657142857,173.628571429,168.371428571,147.771428571,113.857142857,89.4285714286,85.4857142857,85.8857142857,86.4,86.4,85.9,0.0
93.4571428571,85.1714285714,110.742857143,133.342857143,150.885714286,162.228571429,173.914285714,174.857142857,173.314285714,176.114285714,167.142857143,138.342857143,108.514285714,94.6857142857,93.0857142857,90.3714285714,90.0857142857,86.9142857143,85.0571428571,86.9857142857,0.0
97.9857142857,91.0571428571,103.914285714,113.457142857,128.657142857,153.628571429,174.971428571,174.857142857,176.571428571,170.371428571,164.657142857,142.571428571,117.057142857,92.9428571429,88.1428571429,88.5714285714,87.9142857143,87.4285714286,87.7142857143,88.0714285714,0.0
79.4857142857,86.0571428571,93.9142857143,98.1142857143,93.8857142857,112.4,146.514285714,176.428571429,179.342857143,174.942857143,165.2,157.285714286,140.714285714,124.085714286,112.8,115.657142857,117.742857143,118.428571429,116.714285714,111.071428571,0.0
84.4714285714,96.1142857143,105.828571429,107.8,117.114285714,134.542857143,158.0,168.171428571,178.0,173.371428571,151.942857143,122.0,99.8857142857,90.4857142857,85.9142857143,84.6857142857,83.4,84.6571428571,88.2285714286,82.9428571429,0.0
92.4571428571,94.1714285714,132.742857143,161.485714286,163.371428571,162.685714286,166.0,169.314285714,172.742857143,163.314285714,151.171428571,124.857142857,104.342857143,89.0,90.9142857143,91.1714285714,91.6571428571,92.3428571429,92.7714285714,93.0571428571,0.0
81.5285714286,85.8857142857,104.171428571,120.457142857,122.314285714,131.771428571,151.714285714,169.4,174.8,170.942857143,171.285714286,174.028571429,152.6,123.257142857,101.314285714,106.828571429,109.542857143,109.114285714,104.257142857,107.685714286,0.0
90.0285714286,103.885714286,131.171428571,147.942857143,148.6,158.428571429,169.485714286,173.371428571,172.057142857,170.485714286,172.142857143,158.314285714,134.914285714,110.342857143,101.228571429,100.0,100.257142857,97.2285714286,93.5142857143,96.3714285714,0.0
86.0142857143,88.9428571429,96.0857142857,120.228571429,144.428571429,161.657142857,168.028571429,175.0,174.085714286,169.914285714,166.542857143,159.257142857,147.8,132.285714286,125.6,122.314285714,122.314285714,119.714285714,119.857142857,118.785714286,0.0
89.9714285714,97.1142857143,93.8285714286,95.1142857143,115.342857143,147.0,169.114285714,175.057142857,178.228571429,168.371428571,150.457142857,133.171428571,128.2,118.428571429,112.857142857,108.571428571,107.542857143,108.371428571,112.085714286,106.228571429,0.0
86.8571428571,91.5714285714,99.1428571429,114.857142857,139.114285714,152.142857143,162.314285714,167.542857143,174.114285714,169.171428571,146.8,122.171428571,106.485714286,101.657142857,94.7428571429,92.9714285714,94.0571428571,94.6857142857,94.5428571429,90.6142857143,0.0
84.0,103.0,120.0,131.514285714,135.971428571,143.485714286,154.4,168.971428571,177.971428571,171.142857143,157.771428571,132.542857143,108.457142857,93.0285714286,91.8857142857,90.2857142857,88.4571428571,89.7142857143,91.8571428571,95.2857142857,0.0
84.1571428571,88.3714285714,90.9428571429,91.6,100.085714286,125.057142857,155.2,174.314285714,178.828571429,172.542857143,150.971428571,128.685714286,116.057142857,106.6,95.1428571429,89.6,90.3714285714,90.9428571429,89.3714285714,88.1571428571,0.0
97.3285714286,84.6857142857,97.9714285714,113.542857143,135.914285714,150.257142857,166.057142857,170.571428571,174.2,167.4,156.457142857,140.971428571,132.657142857,112.742857143,97.2571428571,86.8,89.5142857143,89.8571428571,91.4285714286,89.1428571429,0.0
97.1428571429,86.4285714286,93.8571428571,119.571428571,144.828571429,161.285714286,166.942857143,171.342857143,171.771428571,175.057142857,164.371428571,147.914285714,128.685714286,113.342857143,95.9714285714,91.4285714286,93.2,91.9142857143,89.0571428571,93.9857142857,0.0
82.1142857143,90.5428571429,107.685714286,125.028571429,142.4,155.257142857,168.085714286,173.4,177.257142857,175.771428571,174.714285714,167.285714286,160.371428571,132.942857143,102.885714286,86.1142857143,90.5142857143,91.4571428571,90.0285714286,91.2428571429,0.0
84.9428571429,98.2285714286,103.657142857,111.457142857,127.342857143,148.828571429,164.457142857,170.6,171.171428571,176.114285714,164.571428571,134.971428571,105.571428571,95.3428571429,89.6571428571,87.8285714286,90.4285714286,90.8285714286,86.1142857143,86.9714285714,0.0
84.8,100.8,121.8,141.142857143,147.714285714,154.828571429,160.657142857,171.685714286,175.514285714,171.457142857,165.457142857,158.114285714,139.457142857,113.885714286,96.9428571429,93.4,96.6857142857,96.2571428571,93.8285714286,95.5428571429,0.0
86.3285714286,84.6857142857,96.9714285714,106.057142857,129.257142857,154.2,176.714285714,175.828571429,175.514285714,171.771428571,168.285714286,156.771428571,149.171428571,126.085714286,101.971428571,83.8857142857,89.0571428571,91.4285714286,92.7142857143,89.5714285714,0.0
81.5,87.0,96.0,106.371428571,119.771428571,140.657142857,162.942857143,172.371428571,177.2,172.228571429,160.742857143,139.314285714,128.742857143,121.314285714,116.657142857,111.8,111.514285714,110.571428571,110.285714286,109.928571429,0.0
85.6,95.6,110.6,132.057142857,147.257142857,161.285714286,167.885714286,174.6,182.485714286,165.571428571,140.171428571,114.0,108.6,101.0,97.6285714286,95.1714285714,94.4571428571,93.7142857143,92.8571428571,93.2857142857,0.0
95.2714285714,101.914285714,111.628571429,129.228571429,147.742857143,163.742857143,168.771428571,170.657142857,174.571428571,169.8,150.0,125.171428571,111.828571429,101.914285714,90.8285714286,83.0571428571,83.4285714286,86.0,89.0,88.0,0.0
88.6571428571,97.3714285714,113.942857143,131.285714286,140.085714286,148.257142857,160.0,171.428571429,176.0,168.885714286,159.371428571,145.857142857,127.428571429,109.057142857,100.514285714,101.085714286,101.942857143,104.142857143,104.571428571,98.8571428571,0.0
89.8142857143,89.7428571429,98.8857142857,120.228571429,134.914285714,154.971428571,167.542857143,176.571428571,173.628571429,174.4,165.285714286,152.0,132.371428571,122.571428571,113.6,115.028571429,114.628571429,116.8,118.8,119.3,0.0
91.8285714286,90.6857142857,92.9714285714,115.428571429,144.971428571,167.142857143,170.885714286,174.4,174.857142857,171.685714286,162.828571429,155.8,144.6,122.114285714,99.4571428571,90.8857142857,95.0857142857,94.5142857143,91.6571428571,94.5857142857,0.0
85.0857142857,96.6571428571,94.5142857143,106.428571429,125.457142857,136.428571429,146.857142857,164.142857143,179.8,173.2,149.485714286,121.8,109.114285714,107.4,107.628571429,108.2,105.828571429,102.8,102.8,103.3,0.0
97.1428571429,93.4285714286,87.8571428571,103.885714286,123.485714286,151.885714286,164.085714286,174.628571429,172.628571429,173.428571429,170.657142857,169.742857143,158.171428571,135.4,116.6,110.542857143,111.428571429,110.685714286,112.542857143,109.614285714,0.0
93.3,88.8,87.8,115.0,145.628571429,163.771428571,165.857142857,172.114285714,174.485714286,175.371428571,154.857142857,124.057142857,97.8571428571,92.9142857143,85.9428571429,85.3428571429,86.4571428571,86.2,84.2,83.2,0.0
80.5142857143,84.9428571429,96.0857142857,112.485714286,128.857142857,151.257142857,168.057142857,178.314285714,178.228571429,174.114285714,154.028571429,131.857142857,112.285714286,104.0,96.1142857143,95.2,97.6,97.9142857143,95.0571428571,95.4857142857,0.0
87.1142857143,98.5428571429,108.685714286,113.314285714,129.4,150.714285714,170.742857143,174.2,177.914285714,175.4,172.457142857,157.4,145.314285714,124.657142857,113.657142857,104.2,105.8,102.457142857,103.028571429,108.742857143,0.0
82.1857142857,83.2571428571,95.1142857143,102.685714286,101.742857143,108.6,137.171428571,164.714285714,177.228571429,174.942857143,166.085714286,154.571428571,137.885714286,119.114285714,101.2,98.2571428571,99.9142857143,95.5714285714,92.2857142857,95.9285714286,0.0
